,n_estimators,learning_rate,max_depth,reg_lambda,auc (mean),auc (std),auc (se)
48,172,0.1804516192026816,7,0.00018329952283910444,0.8079254903065529,0.01218957820198199,0.005451345095336278
49,951,0.7411188729132643,10,1.5411045774082073,0.778545319616455,0.016568343809265598,0.007409588606421137
50,357,0.42237404364314035,9,0.00904936916659865,0.7872583009475941,0.018446799301375147,0.00824965944103409
51,804,0.42645357268494233,3,0.00966440249511986,0.7848568814564018,0.012344941897630883,0.00552082585227758
52,500,0.6343798686338388,0,0.2758411663144409,0.7835942520007966,0.019533799064610377,0.008735780513458122
53,474,0.5229062010283453,7,0.045744976328547717,0.7831915179717924,0.018526589338845115,0.008285342630576112
54,449,0.4148859784394432,7,0.008020507496488359,0.7874468583430729,0.014413039113586334,0.00644570704406847
55,704,0.0014268805627581926,7,1.0232651043074438e-05,0.8267614773924393,0.013490419014071726,0.0060330987920840145
56,864,0.09226234584675208,0,4.424217007475797e-05,0.7935624564332098,0.018227020244732325,0.008151371258897266
57,683,0.7093943937252127,5,0.9241889169605257,0.7786900498037201,0.015665072417871122,0.007005633359763364
58,379,0.5243455967651972,4,0.04681868132247449,0.7866666983317524,0.014121737607134359,0.006315433049993529
59,622,0.6961604635169689,3,0.7466606166101564,0.7827839178926516,0.008480082569177205,0.0037924082158982586
60,845,0.955468323002926,1,48.784095929233544,0.8399340896702814,0.012638886002548665,0.005652281652313879
61,903,0.6829138543754175,3,0.6031106265603609,0.7802744380211636,0.012873317103592418,0.005757122427908669
62,548,0.05312869067295756,1,2.3545116015340417e-05,0.8448437786623619,0.012607940131507133,0.005638442238059517
63,417,0.30885268486379713,3,0.0014520072807807983,0.8028406759207332,0.011863215910231322,0.005305391441406856
64,491,0.592594687323373,4,0.14065747315861798,0.7802144796356376,0.014751999905071929,0.006597294918362255
65,251,0.2351204072574643,3,0.0004424282509972462,0.8175247839349262,0.010933857546230592,0.00488976974593413
66,192,0.9649709995361269,1,56.8587092773584,0.8435091968511366,0.013709644969884057,0.006131139620009761
67,859,0.9450482237927939,9,41.241795700514324,0.7890799955057417,0.016896256369751908,0.007556235561605817
68,324,0.8484008808376887,5,8.685726817577194,0.7917566981483131,0.0176054030344153,0.007873375591246736
69,761,0.47232399628840227,9,0.020242678334237454,0.7832426319713415,0.012648320499328881,0.005656500887540692
70,456,0.8414767148983973,1,7.768497034503121,0.8411518895539285,0.01278988633502086,0.005719811053920458
71,581,0.13111064234791392,2,8.275123736661963e-05,0.8277240004533567,0.010318619200016253,0.004614626793034168
72,679,0.3087336572978354,3,0.0014492242786072332,0.7938046124455578,0.011940159570985645,0.0053398016925837255
73,991,0.46299639415441707,2,0.017417056436256413,0.7931131714526807,0.01199087693584364,0.005362483187676153
74,319,0.7418472006834668,2,1.5593026062674336,0.807895145873406,0.012219435354189423,0.005464697619726354
75,581,0.48582522870889666,5,0.02516382179629998,0.7823689098213303,0.014594063775121362,0.006526663733827713
76,119,0.13687611879745087,7,9.080982350199677e-05,0.8165871954910665,0.015215471279052258,0.006804565617931304
77,616,0.34353652970435833,3,0.0025395438019934166,0.7926276736251239,0.011097848314436286,0.004963108647012199
78,887,0.324426169672443,10,0.0018663074414371117,0.7863077374619365,0.01700304778678172,0.007603994135184255
79,133,0.30041890431803975,0,0.0012674543615473258,0.7943050523718678,0.015775599292036004,0.007055062480558012
80,223,0.16550140046578743,9,0.00014404885257985922,0.8036788059685847,0.013390243855529258,0.0059882990992524586
81,386,0.414901772573252,9,0.008022549547898125,0.7877162157558478,0.014544655871775152,0.00650456784772614
82,797,0.44812065750272334,3,0.013703913305883038,0.7837296153281728,0.011891772182207976,0.005318162194471609
83,841,0.7749003758140172,4,2.656456023214653,0.7802028312517362,0.014487355078132768,0.006478942153776329
84,941,0.7963907007825485,5,3.756080621266567,0.7819297696790863,0.017803382702680445,0.00796191479052748
85,995,0.5223901280016119,3,0.04536604257392689,0.7791606186353178,0.01242839296970146,0.005558146306266589
86,515,0.4606302961632769,0,0.016765328720993174,0.7878676807792493,0.01668013254707919,0.007459582049795156
87,230,0.7782136015438966,4,2.802174720448019,0.7919425940387529,0.010432631679522757,0.004665614723926137
88,183,0.8872889518527348,8,16.25633584648979,0.7962177589374158,0.01688136946109534,0.007549577933659634
89,502,0.6749187698667877,10,0.5301898252929352,0.7797787167385575,0.018458734087845652,0.00825499683980309
90,121,0.8004790489984636,10,4.011929964232488,0.7895553615978071,0.01639035964371976,0.007329991667805324
91,731,0.9391113537321853,6,37.47826486667986,0.7900517249173215,0.016981049454412835,0.007594156181870563
92,679,0.040655809436685786,7,1.925709026285304e-05,0.8132164067290709,0.012731735022009427,0.005693804996145572
93,303,0.8756717248700833,2,13.480378117163367,0.8195812134104475,0.012334994287692304,0.005516377145870318
94,147,0.2765630724511342,7,0.0008628623255471651,0.8045920985565962,0.014354109831679692,0.006419353068026771
95,884,0.47576449942424426,3,0.02139693148215205,0.7824701059753982,0.011767700571409363,0.005262675683306891
96,624,0.7967609569319023,8,3.7785632689753794,0.7807800207941342,0.016256861597172524,0.007270289526416713
