,n_neighbors,weights,p,auc (mean),auc (std),auc (se)
750,77,distance,2,0.8241587432979209,0.013912191324170493,0.006221721103365607
751,53,distance,3,0.8222545289807599,0.013183405240495116,0.005895798058534808
752,25,distance,1,0.8120600081761434,0.01578968600403542,0.007061362249680043
753,3,uniform,2,0.7369337332742835,0.010627327646705882,0.004752685407439444
754,200,distance,3,0.8239986468089455,0.012637243307106397,0.005651547016578831
755,102,distance,4,0.8235879036970843,0.012839056882082171,0.005741800791064447
756,72,uniform,1,0.8313631016803024,0.015898110648873122,0.007109851224938718
757,179,uniform,1,0.8300372479677567,0.01793345187672294,0.008020083493514735
758,189,distance,2,0.8249033930995445,0.01314121821593105,0.005876931447596067
759,36,distance,2,0.8182360854878693,0.014669552268743415,0.006560423214479308
760,97,distance,1,0.8243935912268933,0.014780823120900106,0.0066101850523466454
761,115,uniform,1,0.8309625476286563,0.01720807692830738,0.007695685954748216
762,26,distance,2,0.814918870775004,0.01479079212656128,0.006614643327211938
763,170,uniform,2,0.8284553312648388,0.01567522541602405,0.007010173918572439
764,187,uniform,5,0.8257348456359834,0.015180901492434527,0.006789105539362322
765,52,distance,1,0.8218033915927233,0.01437907069062943,0.0064305159035044504
766,6,distance,3,0.769950410838107,0.01425620118793925,0.006375566991429084
767,183,uniform,3,0.8266522950854039,0.01505964549045337,0.006734878206740379
768,125,distance,2,0.8251236952892835,0.013840365182448952,0.006189599476275427
769,164,uniform,4,0.8269370351783814,0.014500239696484044,0.0064847043302758475
770,80,distance,3,0.8233071959889727,0.013430025969041378,0.006006090201272801
771,41,uniform,4,0.8278473042966683,0.016559008544117744,0.00740541374892942
772,5,distance,3,0.7606758273759296,0.01618961438821138,0.007240215660309864
773,156,distance,1,0.8261273169015562,0.015156089379986875,0.006778009225342658
774,9,uniform,1,0.8020835358806913,0.014465613784864412,0.006469219151842968
775,66,distance,4,0.8232234216374298,0.013064274370974863,0.00584252111404162
776,21,distance,1,0.8106395981504096,0.015375295809182595,0.006876041320699983
777,3,distance,4,0.7279942635967693,0.012350353693517805,0.005523246080974283
778,175,distance,2,0.8250542652215159,0.013404495070008897,0.005994672436120139
779,78,distance,3,0.8236561119293077,0.013518865038814706,0.006045820241087003
780,9,distance,4,0.7890714262784397,0.011737822294050237,0.005249313711461771
781,150,distance,3,0.8244652094612654,0.012972625662438507,0.005801534565574148
782,140,uniform,3,0.8285945844841954,0.015488127125803478,0.006926501019491002
783,65,distance,3,0.8230746639788468,0.013288707120202477,0.005942890490771641
784,11,distance,2,0.7968781905303486,0.01370523673016491,0.006129168195275136
785,106,distance,3,0.824222208318702,0.012917348382077748,0.005776813814274554
786,121,distance,2,0.8248624337653763,0.013646400978098053,0.006102856047049373
787,114,distance,3,0.8241981941729254,0.01298103394307306,0.0058052948629886995
788,162,uniform,3,0.827287225365437,0.014715225824939641,0.006580849049765091
789,28,uniform,1,0.8261715732262747,0.01667674386813028,0.007458066586498419
790,32,uniform,5,0.8279045979014565,0.015734900560573153,0.007036861454528223
791,140,uniform,1,0.8304829902803472,0.017931121636147452,0.00801904137824859
792,32,uniform,1,0.8260472146080431,0.01590612214393729,0.007113434074451695
793,34,distance,1,0.8157214791482135,0.014968967045094289,0.006694325573156998
794,10,distance,2,0.794378809637367,0.013993757249582257,0.006258198494139283
795,79,uniform,2,0.8299560876236247,0.015234328982613395,0.006812999039343752
796,67,uniform,3,0.8290572294010976,0.014607128856713494,0.006532506615942031
797,74,distance,1,0.8235675485065436,0.014794808143232448,0.006616439344467039
798,122,distance,2,0.8249250421909968,0.013572583216333707,0.00606984374039898
799,66,distance,4,0.8232234216374298,0.013064274370974863,0.00584252111404162
800,192,distance,3,0.8242250139544754,0.012364642066828017,0.0055296360357761885
801,82,uniform,2,0.8294094472455307,0.015167701757645756,0.0067832024385077894
802,134,distance,3,0.8246821769899215,0.013300486597401712,0.00594815843312302
803,112,distance,3,0.8241746468141866,0.013184243521976469,0.005896172949410125
804,188,distance,1,0.8260651539709327,0.015112895222883917,0.0067586922110400545
805,167,uniform,4,0.8268616826477079,0.014598126994522483,0.006528480860785394
806,96,uniform,5,0.8278685799584903,0.015163517267559741,0.006781331077651089
807,51,distance,2,0.8222418962494562,0.013817541840255028,0.006179392567351556
808,143,uniform,1,0.8307337417255856,0.01790429777379497,0.00800704538232074
809,121,uniform,4,0.8285036478178606,0.014568229026300145,0.0065151100829185385
810,145,uniform,1,0.8304969693237385,0.01775281608109714,0.007939300709876924
811,113,distance,2,0.8243339702383136,0.013332650264621604,0.005962542462384893
812,6,uniform,1,0.7847488178004078,0.012205462668352198,0.005458448844654297
813,114,distance,5,0.8238859971750376,0.012465502243728128,0.005574742078130449
814,168,uniform,5,0.8268327156457843,0.014388257075096857,0.006434624179531774
815,125,distance,1,0.8251469167160206,0.015639328507580832,0.006994120333080215
816,85,uniform,3,0.8288094408251615,0.015445725317214595,0.006907538354216267
817,125,uniform,5,0.8283584311893669,0.014640697796234363,0.006547519102082279
818,131,distance,5,0.8244635159251359,0.012808638333229786,0.005728197202462281
819,23,distance,4,0.8133969845229798,0.01419923487972197,0.006350090883908875
820,133,uniform,4,0.8282594330289991,0.015301230021005714,0.006842918093265862
821,104,distance,5,0.8238738770905508,0.012225324323930278,0.005467331247057952
822,52,distance,2,0.8224030950109802,0.013207530307802189,0.005906587116626882
823,97,distance,2,0.8238954508409373,0.013111932584426132,0.005863834515034266
824,178,distance,5,0.823699318392654,0.012192077888857107,0.005452462989291323
825,55,distance,3,0.8226642336961933,0.012732002603429604,0.005693924662194578
826,139,uniform,1,0.8304930073663908,0.017879314975315207,0.007995872735186956
827,17,uniform,1,0.8215749050702572,0.017293943299164338,0.007734086563191688
828,170,uniform,4,0.8268516082369406,0.014443389534314496,0.006459280164847249
829,120,uniform,5,0.8282975130241772,0.014381501651721378,0.006431603062354901
830,116,uniform,3,0.8286421705564495,0.015134916092165732,0.006768540243167609
831,44,distance,2,0.8206090047641759,0.014638334469871192,0.006546462190402066
832,187,uniform,4,0.8261319176201132,0.015146867680515926,0.006773885155965635
833,148,distance,1,0.8259944840512791,0.015273655097746261,0.006830586212689367
834,19,distance,5,0.8109801774380369,0.013521340021267349,0.006046927086888448
835,173,uniform,3,0.8268805408440295,0.014855315647149446,0.006643499122848488
836,186,uniform,2,0.8276414413859612,0.01592327247688291,0.007121103936512327
837,1,distance,4,0.6400553593048182,0.018680524851496644,0.008354184684664132
838,13,uniform,4,0.81558070272905,0.013851232446736859,0.00619445946461087
839,46,uniform,2,0.8295384278743599,0.015508600814344166,0.00693565713135643
840,22,uniform,2,0.824332168604133,0.016440321926977478,0.007352335480140394
841,17,distance,4,0.8082951872782352,0.015339479995386712,0.006860024001836569
842,175,distance,5,0.8237042073726801,0.01184846800348998,0.005298795977006962
843,189,distance,2,0.8249033930995445,0.01314121821593105,0.005876931447596067
844,16,uniform,1,0.8200936423933041,0.016680797223220776,0.007459879302002277
845,107,uniform,5,0.8285297764270252,0.014209130576190415,0.006354516373906504
846,148,distance,4,0.8243150727336097,0.0130362071352089,0.0058299690646189785
847,173,distance,4,0.8240482507114818,0.011993230213207825,0.005363535605307399
848,90,distance,1,0.8242474475757209,0.014559220866781457,0.006511081511511349
849,65,uniform,3,0.8290114466008733,0.01479374419467055,0.006615963532205246
850,89,distance,5,0.8233241526423095,0.012936689587769484,0.005785463464413259
851,33,distance,5,0.8179546456611408,0.014785185888063351,0.006612136141136049
852,40,distance,1,0.8178805984963233,0.015270450516309429,0.0068291530803029285
853,177,uniform,3,0.8265789096116857,0.014989979740505734,0.006703722736223095
854,166,uniform,4,0.8269566385961143,0.014600136573527359,0.006529379571837606
855,123,uniform,2,0.8294095012945562,0.015651258235755913,0.006999455469710729
856,40,uniform,5,0.8278190366563767,0.01641547852133082,0.007341225171376689
857,143,distance,3,0.8249033865481475,0.013226008394078174,0.005914850768028324
858,28,distance,2,0.8151274607047208,0.015461853613034076,0.006914751147378984
859,180,distance,2,0.8250602843175278,0.013343988159797173,0.00596761292325176
860,3,distance,4,0.7279942635967693,0.012350353693517805,0.005523246080974283
861,185,distance,2,0.824874901073905,0.013254034832774896,0.005927384572446945
862,130,distance,5,0.8244911267878763,0.012576835642209213,0.005624531887564404
863,67,uniform,2,0.8302354588467444,0.015170171912955225,0.006784307125545181
864,31,distance,4,0.817656201683447,0.015142564145764169,0.006771960556715943
865,74,distance,1,0.8235675485065436,0.014794808143232448,0.006616439344467039
866,69,uniform,3,0.8293410752283817,0.014500312634928831,0.006484736949339992
867,46,distance,3,0.8207461336930487,0.014335531076742453,0.006411044396231375
868,45,uniform,2,0.8290248311049849,0.015788598650062248,0.00706087597020012
869,101,distance,5,0.8238493421087112,0.012324036832220834,0.005511476822811391
870,159,distance,5,0.8241151797834372,0.012491497381662374,0.005586367457231541
871,81,uniform,5,0.828823742524856,0.015686895651588883,0.007015393006579719
872,70,distance,5,0.8236331705747935,0.012453925223589981,0.005569564677329292
873,181,uniform,1,0.829808134149026,0.017813529365085908,0.007966452515904152
874,168,uniform,3,0.8273884084167108,0.014694038464217463,0.0065713737739973715
875,194,distance,5,0.8234497822315632,0.012152391908748764,0.005434714879436131
876,97,uniform,5,0.828166290179718,0.015174259724352249,0.006786135250377769
877,48,distance,2,0.8215016227810418,0.014418526552222989,0.006448161101231254
878,128,distance,5,0.8243822016231741,0.01243893550122029,0.005562861069692796
879,78,uniform,5,0.8288861036352392,0.01530179110602141,0.006843169018113113
880,40,distance,5,0.8199392292412433,0.015141826643393584,0.0067716307356291035
881,140,distance,3,0.8250867290315987,0.013397975475755445,0.005991756784932852
882,98,uniform,1,0.8307939294100073,0.016722449004045337,0.007478506544663806
883,38,uniform,1,0.8272794947169535,0.01674396412508554,0.007488128399301811
884,55,uniform,1,0.8310460943191526,0.014919008137371225,0.006671983270406916
885,89,uniform,5,0.8283118442051582,0.015138573796349836,0.0067701760182070575
886,155,uniform,3,0.8276410450264414,0.014994827547447536,0.006705890741395828
887,161,distance,1,0.8259028529368603,0.015263279139490426,0.006825945943091017
888,167,distance,5,0.8242221215126915,0.012029100061519209,0.00537957708914077
889,122,uniform,1,0.8306965199634171,0.0176339192273566,0.007886128420421985
890,52,distance,3,0.8223121255876604,0.013202880273545126,0.005904507558087584
891,83,uniform,4,0.8284319869994077,0.015483960685645275,0.006924637730807417
892,113,distance,4,0.8239362938878086,0.012565850092189417,0.005619619000241507
893,130,distance,4,0.8245583637754915,0.013154634128711325,0.005882931226187447
894,173,distance,5,0.8237796532607613,0.012139584561169156,0.005428987259476237
895,75,distance,1,0.8237617138978715,0.01485764258147687,0.006644539759515547
896,49,uniform,3,0.8289896386380431,0.015008365353102992,0.006711945032138185
897,105,distance,3,0.8241412166730433,0.012955848124238398,0.00579403142239204
898,3,uniform,1,0.7433629483776121,0.010109214726309847,0.00452097826543415
899,32,distance,1,0.8149284358146532,0.014896483300189878,0.006661909856982995
900,160,uniform,3,0.8273687673284451,0.014845604494790157,0.006639156163485442
901,178,uniform,4,0.8260407303628426,0.014962539900729746,0.006691451266816933
902,16,distance,1,0.8062890627047313,0.015501074004271288,0.006932291039561093
903,174,distance,1,0.8261519354137075,0.015140591208663654,0.006771078232421526
904,135,uniform,4,0.8281431375426495,0.015317943462108338,0.006850392571354543
905,85,distance,1,0.8240710217296735,0.014655534742820086,0.0065541543863111215
906,151,uniform,4,0.827123964551701,0.01513263381762867,0.006767519578965972
907,137,distance,5,0.8246976022542049,0.012959613079617533,0.00579571516162404
908,146,distance,1,0.8258226933186232,0.015374600724324141,0.006875730469301257
909,32,distance,5,0.8176286628860738,0.014879357222982182,0.0066542508424181305
910,200,uniform,4,0.8259318264901807,0.015622795990686188,0.0069867267667570974
911,43,uniform,2,0.8280493461050634,0.015898408996493234,0.007109984650050617
912,74,uniform,3,0.8298111592565999,0.015134340009633939,0.006768282611227262
913,92,distance,3,0.8230932633949862,0.013420953059547608,0.006002032672796446
914,102,uniform,1,0.8312937682456407,0.017214166053499777,0.007698409094318956
915,160,uniform,4,0.8270142106352759,0.014812649973240007,0.006624418453415019
916,59,uniform,2,0.8303663573970514,0.013713070976941966,0.006132671776944337
917,73,distance,4,0.8239949731130667,0.013112362972803045,0.005864026990567767
918,167,distance,5,0.8242221215126915,0.012029100061519209,0.00537957708914077
919,178,uniform,4,0.8260407303628426,0.014962539900729746,0.006691451266816933
920,129,uniform,3,0.8284437451192093,0.01535496472200712,0.006866948982103816
921,32,uniform,2,0.8269942747341444,0.01655966649853254,0.007405707995088935
922,24,uniform,3,0.8263973638488672,0.01572788052488762,0.007033721999128758
923,97,distance,2,0.8238954508409373,0.013111932584426132,0.005863834515034266
924,8,distance,4,0.7856044253376588,0.013586228557502435,0.006075946122484871
925,1,distance,3,0.6419661266568484,0.01722141536504848,0.007701651085001551
926,60,uniform,4,0.8285877153444201,0.013874725489601615,0.006204965872779652
927,159,uniform,4,0.8271687531774274,0.014645254066408611,0.006549556728048974
928,177,uniform,3,0.8265789096116857,0.014989979740505734,0.006703722736223095
929,149,distance,1,0.8259661459834693,0.015306266758187954,0.00684517059061072
930,193,distance,5,0.8234745137553132,0.012274707909443634,0.00548941625789406
931,60,uniform,5,0.8288608348969335,0.013886950662738992,0.006210433136414028
932,3,uniform,3,0.7378460464284403,0.012272518261002272,0.005488437017341717
933,199,distance,5,0.8233677882221604,0.01229613226949485,0.005498997522983849
934,163,uniform,4,0.826960015841278,0.01472532185014117,0.006585364129495726
935,113,distance,2,0.8243339702383136,0.013332650264621604,0.005962542462384893
936,178,distance,4,0.8236880319734381,0.012367748024932452,0.005531025062467545
937,78,uniform,1,0.8309835497696529,0.016370141790076016,0.007320949968784012
938,110,distance,2,0.8242005837949884,0.013387464600574042,0.005987056178651125
939,29,distance,1,0.8143296315756372,0.015536456847255594,0.0069481147279911145
940,133,distance,5,0.8247833584033459,0.012803587728935651,0.005725938503556453
941,191,uniform,4,0.82622111325269,0.015336910530613488,0.006858874902256825
942,48,distance,4,0.8208904265745629,0.014250728101934864,0.006373119352958582
943,149,uniform,3,0.8275920323874862,0.01515939256447399,0.006779486454353741
944,146,distance,1,0.8258226933186232,0.015374600724324141,0.006875730469301257
945,40,distance,1,0.8178805984963233,0.015270450516309429,0.0068291530803029285
946,83,uniform,4,0.8284319869994077,0.015483960685645275,0.006924637730807417
947,88,distance,2,0.8237119806052442,0.013443809057229238,0.006012254185698387
948,15,uniform,3,0.8194628313041473,0.014950164002501766,0.006685916596872857
949,17,distance,5,0.8082995947305804,0.01498444392658308,0.006701247044974727
950,146,distance,3,0.824501930041562,0.013085509297732846,0.005852017661987235
951,136,distance,4,0.8246398516894743,0.01308872946160234,0.005853457763049411
952,62,distance,2,0.8235381425610196,0.013034687818421119,0.005829289605495611
953,72,distance,2,0.824075321083968,0.01366545378343663,0.006111376720629199
954,36,uniform,5,0.82794308408325,0.016275309625501444,0.007278539735495575
955,113,distance,4,0.8239362938878086,0.012565850092189417,0.005619619000241507
956,193,uniform,4,0.8259978269016086,0.015497918274389844,0.0069308797542543855
957,150,uniform,2,0.8284753375934883,0.01620238329169861,0.007245926087548979
958,94,uniform,2,0.8289884184403482,0.015515830064326728,0.006938890150233899
959,159,uniform,2,0.8283798870146069,0.015716075705375896,0.007028442723350692
960,74,uniform,1,0.8310572972080565,0.01604224256768271,0.007174308978575863
961,186,uniform,1,0.8299371655511821,0.017741205401530513,0.007934108256121735
962,46,distance,5,0.8202257922604416,0.015039402616087686,0.0067258253181120475
963,185,uniform,5,0.825877209131075,0.015163105278910186,0.006781146830725816
964,113,uniform,1,0.831148507395217,0.016968340345046316,0.00758847249537516
965,138,uniform,1,0.8304045258360893,0.01773600651781322,0.00793178324464194
966,130,distance,1,0.8250298858353556,0.01571176748891042,0.007026516030374974
967,149,distance,2,0.8251846314708148,0.013843069882117144,0.006190809054738787
968,17,distance,4,0.8082951872782352,0.015339479995386712,0.006860024001836569
969,144,uniform,2,0.8287601775952703,0.01596605906858786,0.007140238682027886
970,107,uniform,1,0.8315434157804811,0.01710206937049736,0.007648277933669826
971,122,uniform,1,0.8306965199634171,0.0176339192273566,0.007886128420421985
972,36,distance,1,0.81628627344745,0.015164566004821944,0.006781800087212853
973,195,uniform,4,0.8259289880974219,0.015477842566106223,0.006921901624570659
974,20,uniform,1,0.8239312738798421,0.016698424060327875,0.007467762263202235
975,70,distance,2,0.8237002650695233,0.01381824899859192,0.006179708818173985
976,78,distance,5,0.8236868707383163,0.013500577846912056,0.006037641960244621
977,67,distance,2,0.8239401248172161,0.013759476764129192,0.006153425075884342
978,39,uniform,1,0.8275089623111231,0.01636052566147434,0.007316649505337267
979,32,distance,1,0.8149284358146532,0.014896483300189878,0.006661909856982995
980,12,distance,4,0.7995657537513299,0.011888811549685565,0.0053168381593563085
981,64,uniform,2,0.8299010951970398,0.014404232519202356,0.006441768615329902
982,193,uniform,4,0.8259978269016086,0.015497918274389844,0.0069308797542543855
983,22,uniform,2,0.824332168604133,0.016440321926977478,0.007352335480140394
984,44,uniform,5,0.8272866832373336,0.016064818046178507,0.007184405039484099
985,2,distance,2,0.698596823424127,0.013385311115179334,0.0059860931107049015
986,143,uniform,2,0.8290540618006383,0.015693164931835816,0.0070181967139401474
987,83,uniform,5,0.8283472692466942,0.015521663763414139,0.006941499059777845
988,184,distance,2,0.8248667052762331,0.013199227089591013,0.005902873804556442
989,164,distance,4,0.8239649693525648,0.012092771809654854,0.00540805196055628
990,139,uniform,4,0.8280197534447244,0.01531085404367145,0.006847222087045379
991,123,uniform,3,0.8286375026860728,0.01512844445578327,0.0067656460393922405
992,178,uniform,2,0.8278236226342905,0.01588046580305575,0.007101960209998689
993,7,distance,4,0.7767478128161049,0.015179331300648457,0.006788403328248049
994,11,uniform,2,0.8105269321380092,0.013652019671487308,0.006105368803121993
995,175,uniform,1,0.8302812072521345,0.017735208265005107,0.007931426255133505
996,58,distance,4,0.822498309739569,0.012306560345871997,0.005503661100514622
997,155,uniform,1,0.8310349913390531,0.017522803117989278,0.007836435785633858
998,118,uniform,5,0.8281595946519635,0.014304373714784567,0.006397110400363896
999,111,uniform,2,0.8291650784988391,0.01524079578210672,0.006815891079996539
