,n_neighbors,weights,p,auc (mean),auc (std),auc (se)
368,117,distance,2,0.8245164905214388,0.013394979697174717,0.0059904170320224425
369,19,distance,5,0.8109801774380369,0.013521340021267349,0.006046927086888448
370,188,uniform,5,0.825714043312596,0.015177323525199736,0.00678750542377067
371,82,uniform,2,0.8294094472455307,0.015167701757645756,0.0067832024385077894
372,104,uniform,1,0.8314506922206091,0.017020613151596045,0.007611849605139138
373,129,uniform,2,0.8290677689610533,0.01576151627749195,0.007048764364988287
374,73,uniform,1,0.8312979251070498,0.015902708313755613,0.007111907363181721
375,142,uniform,3,0.828389271890838,0.015354366534277497,0.006866681464418468
376,153,uniform,3,0.8276172732823547,0.015020217883131586,0.006717245644708043
377,13,uniform,1,0.8165594699788784,0.01610016401793845,0.007200212238601303
378,178,distance,3,0.8240252307402031,0.012424021074477144,0.005556191135284174
379,196,uniform,5,0.8257271510201836,0.015159587500319835,0.006779573632314253
380,125,distance,5,0.8244261139995492,0.012562217726283659,0.005617994556824621
381,97,uniform,2,0.8290669942583555,0.015278270657976168,0.00683265035397503
382,82,distance,3,0.8233235613787284,0.013498001283072839,0.00603648968586605
383,130,distance,1,0.8250298858353556,0.01571176748891042,0.007026516030374974
384,38,uniform,1,0.8272794947169535,0.01674396412508554,0.007488128399301811
385,38,uniform,3,0.8276429056231951,0.016167745130865486,0.007230435431101291
386,183,uniform,4,0.8261233254629217,0.015019858852697602,0.006717085081416768
387,92,distance,5,0.8228306228020064,0.012999894971291306,0.005813729771233007
388,44,uniform,2,0.8287291665574766,0.015518065078872436,0.00693988967912488
389,179,uniform,4,0.8261381152416941,0.014963164329045913,0.006691730519649338
390,85,uniform,1,0.8311622833453004,0.016461989403633456,0.007362025470281126
391,195,distance,5,0.8234016425662608,0.012173235651845887,0.0054440364847302735
392,112,uniform,5,0.8283843861865104,0.014011864641692594,0.006266296366070075
393,137,uniform,4,0.8279827495165069,0.015128763693132638,0.006765788806675069
394,63,uniform,4,0.8292869197427659,0.014550677170887986,0.006507260654551972
395,85,uniform,1,0.8311622833453004,0.016461989403633456,0.007362025470281126
396,58,distance,4,0.822498309739569,0.012306560345871997,0.005503661100514622
397,128,distance,5,0.8243822016231741,0.01243893550122029,0.005562861069692796
398,177,distance,5,0.8237751458996116,0.012139486599324989,0.005428943449607686
399,161,distance,3,0.8242755579824843,0.012371239951602987,0.005532586699549097
400,123,distance,2,0.8248736857897578,0.013683064568343145,0.006119252503066818
401,67,distance,3,0.8232096391359492,0.0130088221706562,0.005817722136158727
402,151,uniform,3,0.8274198469331602,0.015186157222683136,0.006791455973383781
403,125,distance,1,0.8251469167160206,0.015639328507580832,0.006994120333080215
404,196,uniform,3,0.8264471282606303,0.015150836791395526,0.006775660196313039
405,170,distance,2,0.8252821178963202,0.013350033961837603,0.005970316688119943
406,29,uniform,1,0.8266464152065787,0.01652972171580323,0.007392316281138096
407,182,uniform,1,0.8297343113695564,0.017761654733232324,0.007943253475277674
408,80,distance,5,0.8237753932148492,0.013584794321278548,0.00607530471254639
409,174,distance,4,0.8239590763709455,0.012003072396282602,0.0053679371633878386
410,103,uniform,1,0.831414230420495,0.017057193099872883,0.007628208655331224
411,74,uniform,5,0.8291415213130048,0.014718996298330426,0.0065825352567269214
412,106,uniform,5,0.8284548726670475,0.014278335701259562,0.006385465846715702
413,42,distance,5,0.8197282660679562,0.015233771394443279,0.006812749678333386
414,37,uniform,1,0.8272310717037301,0.016432938785418474,0.007349033638857708
415,169,distance,1,0.8260575461611432,0.015038135218330057,0.006725258520603929
416,13,distance,3,0.8023192797132062,0.01366576286023332,0.006111514943974732
417,99,distance,4,0.8233350295992118,0.012746662079318842,0.005700480579115149
418,165,uniform,1,0.8309220780114153,0.017547205468607493,0.007847348848592482
419,87,uniform,5,0.8284562140655876,0.014965278558787517,0.006692676031933794
420,198,distance,4,0.8236059577094219,0.01245198257814057,0.00556869589987308
421,60,uniform,3,0.8286175585956949,0.013438470015904381,0.006009866493830975
422,80,distance,5,0.8237753932148492,0.013584794321278548,0.00607530471254639
423,132,uniform,2,0.8292467367491444,0.015699587099644516,0.00702106879469678
424,166,uniform,2,0.8284548906833894,0.01572593822158688,0.007032853374686082
425,115,uniform,5,0.828131236929963,0.014545137294919144,0.006504783146701322
426,87,uniform,2,0.8293001191699119,0.015235072178554037,0.006813331406672528
427,175,distance,2,0.8250542652215159,0.013404495070008897,0.005994672436120139
428,15,uniform,3,0.8194628313041473,0.014950164002501766,0.006685916596872857
429,148,distance,4,0.8243150727336097,0.0130362071352089,0.0058299690646189785
430,179,uniform,1,0.8300372479677567,0.01793345187672294,0.008020083493514735
431,109,uniform,2,0.8292656358916976,0.01518420124643637,0.006790581234213751
432,38,distance,5,0.8190426951268088,0.01552865946630418,0.0069446276332203495
433,58,distance,1,0.822587174526596,0.014675671670165957,0.00656315989399179
434,88,uniform,3,0.828574661685858,0.015378482609489656,0.0068774665011234444
435,70,distance,3,0.8236121340389625,0.013093867337763633,0.005855755491120737
436,12,uniform,4,0.8138663003998973,0.012509551771248633,0.005594441625712969
437,27,uniform,2,0.8265321965130845,0.015547794979364248,0.0069531852948176796
438,35,distance,1,0.8160529847509682,0.0148397737072993,0.00663654855604706
439,81,distance,1,0.8237355672723652,0.014771807735521872,0.006606153249436828
440,42,distance,5,0.8197282660679562,0.015233771394443279,0.006812749678333386
441,84,distance,1,0.8239732257506592,0.01446497235737532,0.006468932296749319
442,35,uniform,3,0.8273828855890232,0.01604292171932018,0.007174612704421545
443,192,uniform,2,0.8278774718420957,0.015801133967249723,0.007066481934470263
444,75,distance,2,0.8242797082924962,0.013624438541087925,0.006093034146628132
445,69,distance,3,0.8234920665857789,0.013037918351183295,0.005830734343667565
446,196,uniform,3,0.8264471282606303,0.015150836791395526,0.006775660196313039
447,5,distance,1,0.7655304600653043,0.011921875863341319,0.005331624969949036
448,105,uniform,5,0.8285701707032007,0.014244719626633751,0.006370432281115698
449,136,distance,2,0.8255993381778731,0.013918891332332008,0.006224717438105397
450,59,distance,3,0.8224134282019298,0.012707064065494964,0.005682771808978315
451,113,uniform,3,0.8286888983956938,0.015072206956695759,0.006740495865223389
452,3,uniform,5,0.7369430575500919,0.012312268329303393,0.00550621378830803
453,40,distance,5,0.8199392292412433,0.015141826643393584,0.0067716307356291035
454,185,uniform,5,0.825877209131075,0.015163105278910186,0.006781146830725816
455,75,distance,4,0.8240071406951819,0.013434733401414866,0.006008195429030121
456,73,distance,2,0.8242759625312501,0.013733086703842655,0.006141623082138139
457,94,distance,2,0.8236199056336773,0.013263262063089408,0.005931511115292404
458,5,distance,1,0.7655304600653043,0.011921875863341319,0.005331624969949036
459,1,distance,2,0.6434425625920471,0.016452763289866428,0.007357899426770882
460,181,uniform,1,0.829808134149026,0.017813529365085908,0.007966452515904152
461,114,uniform,3,0.8287396111221756,0.014941036250537013,0.006681834542097868
462,21,uniform,5,0.8238885948039559,0.015602625844567017,0.006977706403189383
463,125,distance,3,0.8243905022431985,0.013095367899835062,0.0058564265628799714
464,122,uniform,4,0.8285421602052422,0.014509478722133512,0.006488836148155463
465,32,distance,2,0.8169502624489647,0.015693266966964842,0.007018242345437066
466,113,uniform,5,0.8283900367664401,0.01421903319047627,0.00635894495764613
467,50,distance,1,0.8209998955052177,0.014724006095356141,0.006584775706067516
468,113,uniform,4,0.828490243659558,0.014424682772416542,0.006450914246598703
469,151,uniform,4,0.827123964551701,0.01513263381762867,0.006767519578965972
470,159,uniform,4,0.8271687531774274,0.014645254066408611,0.006549556728048974
471,115,uniform,5,0.828131236929963,0.014545137294919144,0.006504783146701322
472,65,uniform,2,0.8299294349026987,0.014664436259771312,0.006558135265712283
473,163,distance,2,0.825185923733877,0.013451812090246108,0.006015833250868767
474,85,distance,3,0.8235492455411192,0.013391752193251822,0.005988973648388594
475,80,uniform,5,0.8289800031708762,0.015502773300793606,0.0069330509880686595
476,149,uniform,2,0.828519136958265,0.016095708387652508,0.007198219620160908
477,146,distance,2,0.8252112399698113,0.013612040284228851,0.006087489477600253
478,139,distance,1,0.8254201148852982,0.015447770944938233,0.00690845318674561
479,1,distance,4,0.6400553593048182,0.018680524851496644,0.008354184684664132
480,129,distance,1,0.8250981743221925,0.015749295851855583,0.007043299224500908
481,164,uniform,4,0.8269370351783814,0.014500239696484044,0.0064847043302758475
482,120,uniform,3,0.8287207807692912,0.014886470139329965,0.006657431835312513
483,119,uniform,3,0.8288000493975336,0.015027935407469618,0.006720697026515613
484,157,distance,3,0.8244869371694822,0.01270371069439152,0.005681272135830099
485,170,uniform,4,0.8268516082369406,0.014443389534314496,0.006459280164847249
486,36,distance,2,0.8182360854878693,0.014669552268743415,0.006560423214479308
487,86,distance,5,0.8233158798657225,0.013087738803965274,0.005853014727485629
488,174,distance,2,0.8251076329016399,0.013410915378273472,0.0059975436852633575
489,89,uniform,5,0.8283118442051582,0.015138573796349836,0.0067701760182070575
490,189,distance,2,0.8249033930995445,0.01314121821593105,0.005876931447596067
491,88,uniform,4,0.82816685687556,0.015215105669976131,0.006804402112581822
492,140,distance,3,0.8250867290315987,0.013397975475755445,0.005991756784932852
493,121,uniform,4,0.8285036478178606,0.014568229026300145,0.0065151100829185385
494,12,uniform,1,0.8137847715396831,0.014686936080922686,0.006568197491627495
495,118,distance,1,0.8248892781146651,0.015318352433689253,0.006850575469005702
496,151,distance,3,0.8245161760543818,0.012962043181710342,0.005796801936318397
497,157,distance,5,0.8242272741864476,0.012643810747149513,0.005654484065053743
498,165,distance,1,0.8262711855801133,0.01509131966581996,0.006749043328590568
499,67,uniform,5,0.8288391039130183,0.014450404473359298,0.006462417340959687
500,94,uniform,5,0.8277573355992432,0.015114250561993043,0.006759298337116169
501,104,uniform,5,0.8285813129916824,0.014285300711641575,0.006388580694051336
502,106,distance,1,0.8248684692398808,0.014803626249845913,0.006620382921631149
503,55,distance,5,0.8223311803258927,0.012932228245211699,0.005783468291367235
504,171,uniform,3,0.8271154755790124,0.014936748516529126,0.006679917009155653
505,137,uniform,1,0.8303438124020566,0.017724375181795426,0.007926581553040954
506,167,distance,4,0.8240344796749459,0.012074339173890187,0.005399808635241422
507,91,uniform,4,0.8278365403513644,0.015458721890532505,0.006913350598498949
508,146,uniform,2,0.8286955447879706,0.01573683219682485,0.007037725308521543
509,145,uniform,1,0.8304969693237385,0.01775281608109714,0.007939300709876924
510,72,distance,1,0.8236834279791824,0.014869696042316615,0.006649930231075908
511,119,uniform,4,0.828350654681104,0.01450816011487769,0.006488246449063534
512,57,distance,5,0.8222399406574457,0.012472626966371914,0.005577928350960916
513,5,uniform,4,0.7755109139722954,0.016217892557925162,0.007252862042261722
514,175,uniform,1,0.8302812072521345,0.017735208265005107,0.007931426255133505
515,68,distance,3,0.8233895388602666,0.013004403346487572,0.0058157459779143925
516,175,distance,2,0.8250542652215159,0.013404495070008897,0.005994672436120139
517,29,distance,4,0.8167102782247285,0.01540769291474796,0.006890529746763662
518,173,distance,3,0.8242869197427659,0.01244296911065151,0.005564664954669376
519,37,uniform,4,0.8279096424771618,0.01581799957921964,0.007074024465439636
520,32,uniform,2,0.8269942747341444,0.01655966649853254,0.007405707995088935
521,49,uniform,3,0.8289896386380431,0.015008365353102992,0.006711945032138185
522,41,uniform,5,0.8278008352376061,0.016592553982495938,0.007420415725039154
523,123,distance,5,0.8243089930371752,0.012691417896089132,0.005675774629302532
524,150,distance,3,0.8244652094612654,0.012972625662438507,0.005801534565574148
525,188,uniform,2,0.8277916419897379,0.0158530381238831,0.007089694178979669
526,65,distance,2,0.8236163007274673,0.013390008714679448,0.005988193941067566
527,29,uniform,5,0.8278706272700591,0.015846602010667944,0.007086815861647673
528,8,distance,2,0.784446333248602,0.015518870403583768,0.00694024983128458
529,44,uniform,3,0.8282486625322983,0.015973906773224987,0.0071437482822350774
530,91,distance,2,0.8237981855250813,0.013403489971464524,0.005994222942386278
531,134,uniform,2,0.8295531373985188,0.01601448232895828,0.007161894222403972
532,77,distance,3,0.8238353253947872,0.01367958358363733,0.00611769575938065
533,66,distance,1,0.823029564161762,0.015035745894541272,0.006724189982521533
534,90,distance,1,0.8242474475757209,0.014559220866781457,0.006511081511511349
535,181,uniform,4,0.8259231737325667,0.014948295569631734,0.006685081008291099
536,90,distance,3,0.8230584214277853,0.013306524969781002,0.005950858875345731
537,123,uniform,2,0.8294095012945562,0.015651258235755913,0.006999455469710729
538,22,distance,1,0.8105152755648615,0.015354521510446114,0.006866750771868051
539,103,distance,5,0.8237057191075424,0.012199773454150709,0.00545590455071568
540,108,uniform,4,0.8285636242197286,0.014035146076499045,0.006276708140238265
541,121,distance,5,0.8243078498183953,0.012703171485640968,0.005681030994346039
542,166,distance,5,0.8241627134445147,0.012016908723353797,0.005374124956965861
543,26,uniform,5,0.8269656500427152,0.014758163902649609,0.006600051541881623
544,127,uniform,1,0.8306739897090656,0.018138077154367292,0.008111594699660243
545,69,uniform,3,0.8293410752283817,0.014500312634928831,0.006484736949339992
546,158,uniform,2,0.828516285462712,0.015722718813124575,0.007031413611452272
547,151,distance,4,0.8241154205472775,0.012898241090873874,0.005768268773875005
548,33,distance,5,0.8179546456611408,0.014785185888063351,0.006612136141136049
549,64,uniform,3,0.8289256871760333,0.014661894670338566,0.00655699863236378
550,11,uniform,1,0.8108679012337591,0.013686441805457127,0.006120762849419418
551,78,distance,4,0.8237273780260903,0.01351596498920204,0.006044523299472594
552,164,uniform,1,0.8309126145184198,0.017527071501528373,0.00783834466478335
553,162,uniform,4,0.8270124597744223,0.014734358271936681,0.006589405340177349
554,39,distance,4,0.8195300240698327,0.01566517107036651,0.007005677478500531
555,104,distance,1,0.8247802317491182,0.014898989279972663,0.006663030565211904
556,113,uniform,1,0.831148507395217,0.016968340345046316,0.00758847249537516
557,197,distance,1,0.8263301514289907,0.015477919630027226,0.006921936088603854
558,152,distance,5,0.8242199448110317,0.012869059260442807,0.005755218262564657
559,1,distance,3,0.6419661266568484,0.01722141536504848,0.007701651085001551
560,83,distance,5,0.8233531311091777,0.013482401919247234,0.006029513438282089
561,7,distance,3,0.7758629467397627,0.014909328372936716,0.006667654348150566
562,146,uniform,1,0.8306077583608928,0.017771668985327345,0.007947731984963331
563,3,uniform,1,0.7433629483776121,0.010109214726309847,0.00452097826543415
564,15,distance,4,0.8056774897929235,0.013163354102533454,0.0058868309170331075
565,175,uniform,4,0.8262065724270045,0.014565528358493635,0.006513902307558539
566,67,uniform,3,0.8290572294010976,0.014607128856713494,0.006532506615942031
567,32,distance,5,0.8176286628860738,0.014879357222982182,0.0066542508424181305
568,137,distance,4,0.8246076122647393,0.012951548508607766,0.005792108575826596
569,78,distance,5,0.8236868707383163,0.013500577846912056,0.006037641960244621
570,170,distance,1,0.8260779570385589,0.015096910191999355,0.006751543487903992
571,155,uniform,3,0.8276410450264414,0.014994827547447536,0.006705890741395828
572,104,uniform,4,0.8284306374116216,0.01455018317469454,0.006507039732738138
573,19,uniform,1,0.8236523661680618,0.01634589813921558,0.007310107878514671
574,85,distance,2,0.8236520582524017,0.013339858113657637,0.005965765910468118
575,24,distance,4,0.8145342726508,0.013726740942484945,0.006138785171385173
576,184,uniform,1,0.8298380461899694,0.017751397554220696,0.007938666325372197
577,157,distance,2,0.8250120218135317,0.013760659831847705,0.006153954159852458
578,93,distance,3,0.8231132942913746,0.013204047769782814,0.0059050296782777725
579,124,distance,3,0.8243961004119518,0.013131240282861906,0.005872469180272557
580,46,distance,4,0.820505720352308,0.014573603722557529,0.006517513720156524
581,98,uniform,5,0.8281572492518304,0.015013500698540905,0.0067142416284356075
582,193,distance,5,0.8234745137553132,0.012274707909443634,0.00548941625789406
583,2,uniform,1,0.7057293670302254,0.013317134624147355,0.005955603657021919
584,25,uniform,3,0.8262995023558825,0.015990961885754315,0.007151375560430975
585,104,distance,5,0.8238738770905508,0.012225324323930278,0.005467331247057952
586,59,uniform,4,0.8288000821545186,0.013479520784787912,0.006028224955781416
587,37,distance,3,0.8190372984135138,0.015406411082465547,0.006889956493939816
588,43,uniform,5,0.8275893741581454,0.01610782465180139,0.007203638178214958
589,48,distance,2,0.8215016227810418,0.014418526552222989,0.006448161101231254
590,87,uniform,4,0.8282258522057242,0.01520371876075372,0.006799309731966836
591,172,distance,1,0.826215428277926,0.015066800471363904,0.006738078011479113
592,130,distance,3,0.8247235932840319,0.013248020807215995,0.005924695018453319
593,85,distance,2,0.8236520582524017,0.013339858113657637,0.005965765910468118
594,88,distance,2,0.8237119806052442,0.013443809057229238,0.006012254185698387
595,175,distance,5,0.8237042073726801,0.01184846800348998,0.005298795977006962
596,52,uniform,3,0.8290898209634223,0.0141679214703615,0.006336087101521417
597,126,distance,4,0.8242299373293361,0.012763930220534944,0.005708203126636003
598,28,distance,5,0.8162218027872263,0.015080601817664257,0.006744250161180833
599,36,uniform,4,0.827695706607477,0.015778310766382437,0.0070562750887495865
600,151,uniform,1,0.8307415313366422,0.017723757841795452,0.007926305470199919
601,117,distance,5,0.8236872048595643,0.012664724298661162,0.005663836889619941
602,90,uniform,4,0.8276617261489839,0.015261105470455958,0.006824973848746686
603,118,uniform,1,0.8308782278733116,0.017340161085089116,0.007754755785411156
604,190,distance,2,0.8249044085660826,0.013163617673253037,0.005886948789442281
605,184,distance,5,0.8234690973878269,0.012414848434832652,0.005552089006128535
606,26,distance,3,0.8147849749605605,0.015116210853170853,0.006760175005982023
607,31,distance,4,0.817656201683447,0.015142564145764169,0.006771960556715943
608,107,uniform,1,0.8315434157804811,0.01710206937049736,0.007648277933669826
609,77,distance,4,0.8240465981215834,0.013472455325802936,0.006025065186464888
610,186,uniform,1,0.8299371655511821,0.017741205401530513,0.007934108256121735
611,175,uniform,3,0.8265957581669715,0.01496313003580265,0.006691715183244717
612,88,uniform,2,0.8292197875775031,0.015479337583123705,0.006922570216506381
613,103,uniform,1,0.831414230420495,0.017057193099872883,0.007628208655331224
614,188,uniform,2,0.8277916419897379,0.0158530381238831,0.007089694178979669
615,89,uniform,2,0.8292839388571218,0.015604699671039252,0.006978633846582474
616,87,uniform,4,0.8282258522057242,0.01520371876075372,0.006799309731966836
617,156,uniform,4,0.8270521350347748,0.015014140291601271,0.0067145276631477915
618,131,uniform,5,0.8279629430054664,0.015067670529377719,0.006738467113251764
619,51,distance,2,0.8222418962494562,0.013817541840255028,0.006179392567351556
620,147,uniform,2,0.8286966355955745,0.015830200396026353,0.007079480836591803
621,108,distance,3,0.8241629574840538,0.012734172125163,0.005694894901809485
622,18,uniform,2,0.8219009156887613,0.016288032115916173,0.007284229406177659
623,53,uniform,4,0.8285337072652371,0.014110478277367007,0.006310397724645352
624,5,distance,2,0.7622430951551109,0.015018427560742993,0.006716444988195536
625,90,distance,2,0.8237746774747248,0.013234354478048013,0.005918583250248821
626,76,uniform,2,0.8300915688761471,0.015141944389224235,0.0067716833931653845
627,102,distance,3,0.8239399217239084,0.013009443325881215,0.005817999925220269
628,59,distance,2,0.8233973235577755,0.013051709427324833,0.0058369019004146355
629,4,uniform,4,0.7604492522235442,0.014063834537890315,0.006289538010206416
630,159,uniform,3,0.827445135325657,0.014873653998485078,0.006651700282884837
631,198,distance,1,0.8263265383335341,0.015418469856436579,0.006895349341604722
632,63,uniform,2,0.830328508338618,0.014135895161918032,0.006321764500971823
633,1,distance,1,0.6456886435463498,0.024035038423109546,0.01074879595117846
634,109,uniform,1,0.8313658630941463,0.01719893644136198,0.007691598204716742
635,121,uniform,2,0.8293724793499966,0.015695969771127166,0.007019451076204431
636,80,distance,5,0.8237753932148492,0.013584794321278548,0.00607530471254639
637,189,uniform,5,0.8256274027248571,0.015214114248805808,0.006803958735555587
638,101,uniform,5,0.8286538877300196,0.01460191204080462,0.006530173584942362
639,45,distance,3,0.8210019510060323,0.014767292111914188,0.006604133801167311
640,142,distance,5,0.8249191836042117,0.012972964291337813,0.005801686005021747
641,97,distance,2,0.8238954508409373,0.013111932584426132,0.005863834515034266
642,117,uniform,4,0.8280946080692246,0.014419781016173566,0.006448722114565017
643,56,uniform,1,0.8310215642508607,0.014999588682680311,0.006708019985801939
644,183,uniform,1,0.82969789870492,0.017914165159388814,0.008011458211310349
645,76,distance,2,0.8241709256206793,0.013755033048351035,0.006151437785773812
646,194,distance,3,0.8241093654185819,0.012374127552769421,0.005533878074049108
647,97,distance,1,0.8243935912268933,0.014780823120900106,0.0066101850523466454
648,135,uniform,2,0.8294414671984652,0.016138357027290454,0.007217292671636576
649,49,distance,1,0.8210595345101389,0.01462038902747328,0.006538436744584458
650,132,uniform,4,0.8282080733520617,0.015227883223847593,0.0068101164083903725
651,167,uniform,4,0.8268616826477079,0.014598126994522483,0.006528480860785394
652,56,uniform,3,0.829410387371003,0.013564845523656336,0.006066383339035859
653,133,uniform,4,0.8282594330289991,0.015301230021005714,0.006842918093265862
654,105,distance,3,0.8241412166730433,0.012955848124238398,0.00579403142239204
655,31,distance,5,0.8173639127432534,0.014803176131787586,0.006620181622715885
656,27,uniform,3,0.8263375757996636,0.016484099993437203,0.007371913626645884
657,47,uniform,2,0.8294809426412089,0.015440199833583102,0.006905067282814551
658,56,uniform,1,0.8310215642508607,0.014999588682680311,0.006708019985801939
659,42,uniform,2,0.8280176176892959,0.01640819394218099,0.007337967408543389
660,55,distance,5,0.8223311803258927,0.012932228245211699,0.005783468291367235
661,27,distance,1,0.8133514768814301,0.015392757102958638,0.006883850248671649
662,92,distance,4,0.8229445090121018,0.013197671141658096,0.0059021779634869515
663,192,uniform,5,0.8258463012777846,0.015095346238128107,0.006750844066470034
664,195,distance,3,0.824055588276144,0.012302994088199605,0.005502066221598472
665,150,distance,3,0.8244652094612654,0.012972625662438507,0.005801534565574148
666,98,distance,3,0.8234230197747369,0.012976967893645195,0.0058034764704045835
667,38,uniform,5,0.8272480889574894,0.016552380884321267,0.007402449769362087
668,45,uniform,4,0.8278748643860816,0.015425564422091516,0.006898522127819777
669,178,distance,3,0.8240252307402031,0.012424021074477144,0.005556191135284174
670,46,distance,5,0.8202257922604416,0.015039402616087686,0.0067258253181120475
671,82,uniform,4,0.82840450225106,0.01552697394974051,0.006943873847297636
672,56,distance,2,0.8231576374221039,0.013019041038738946,0.005822292152895951
673,18,distance,1,0.8084324603378426,0.01558525046218616,0.006969935895961653
674,119,uniform,1,0.8307769825837662,0.017359074514652392,0.007763214128249383
675,78,uniform,1,0.8309835497696529,0.016370141790076016,0.007320949968784012
676,63,uniform,1,0.8312440791749433,0.015934492363847023,0.007126121622502651
677,48,uniform,3,0.8285757180986273,0.014978981988861686,0.006698804392167945
678,70,uniform,4,0.8293924955057417,0.013919979623986625,0.006225204136929211
679,151,uniform,4,0.827123964551701,0.01513263381762867,0.006767519578965972
680,41,uniform,2,0.8277622360442141,0.016400098486501213,0.007334347010701625
681,52,uniform,1,0.8309315169366716,0.014971685227125298,0.006695541181116309
682,66,uniform,3,0.8291258405442378,0.014642046679567053,0.006548122341047402
683,174,uniform,2,0.8280234435190961,0.015889966054213965,0.007106208851477306
684,182,uniform,1,0.8297343113695564,0.017761654733232324,0.007943253475277674
685,33,distance,2,0.817324674788652,0.01542216541807442,0.006897002047012173
686,181,uniform,3,0.8265337950539573,0.015026234157196023,0.006719936204263913
687,116,uniform,3,0.8286421705564495,0.015134916092165732,0.006768540243167609
688,200,distance,2,0.8247406580354195,0.013298783207276711,0.00594739665390068
689,133,uniform,1,0.830325411165677,0.017876045449693755,0.007994410558878206
690,30,distance,5,0.8175271309729085,0.014936844929180789,0.006679960126204255
691,77,distance,5,0.8240440741958815,0.013650164535655325,0.006104539161156431
692,101,uniform,5,0.8286538877300196,0.01460191204080462,0.006530173584942362
693,1,distance,1,0.6456886435463498,0.024035038423109546,0.01074879595117846
694,3,uniform,5,0.7369430575500919,0.012312268329303393,0.00550621378830803
695,48,distance,2,0.8215016227810418,0.014418526552222989,0.006448161101231254
696,86,distance,3,0.8235145984779795,0.013416207160993277,0.005999910242440086
697,23,uniform,1,0.8246065967982013,0.015949073794119504,0.0071326426363623385
698,74,uniform,3,0.8298111592565999,0.015134340009633939,0.006768282611227262
699,87,uniform,4,0.8282258522057242,0.01520371876075372,0.006799309731966836
700,120,distance,4,0.8242503449310531,0.01263686390545109,0.005651377343000422
701,182,uniform,2,0.8276698154864542,0.015988213114743074,0.007150146272663831
702,88,distance,1,0.8242110643923711,0.014704258718208971,0.006575944410531836
703,172,uniform,3,0.8269577572471553,0.014795160001875423,0.006616596700435872
704,53,uniform,5,0.8283625454666954,0.013635391304360131,0.006097932371271755
705,11,uniform,1,0.8108679012337591,0.013686441805457127,0.006120762849419418
706,137,distance,2,0.8255325597880493,0.01380043738027432,0.006171743220304498
707,76,distance,4,0.8239684759878196,0.013642788856382567,0.006101240657109606
708,120,distance,5,0.8240926593561811,0.012573019459408539,0.00562282523873303
709,40,uniform,3,0.8274685713106462,0.01659480987053093,0.007421424588838329
710,57,uniform,1,0.8306304753300594,0.015140457781767565,0.00677101856209959
711,68,uniform,2,0.8301721854543264,0.015240433982523779,0.006815729278304202
712,116,distance,5,0.8236923755496622,0.012648363395949906,0.005656520071492815
713,72,distance,3,0.8241120564049078,0.013305699969092618,0.0059504899238215885
714,113,distance,3,0.8241041652471972,0.013176534253076556,0.005892725259546719
715,17,uniform,1,0.8215749050702572,0.017293943299164338,0.007734086563191688
716,71,distance,1,0.8235067433529526,0.014934186937795994,0.0066787714363202525
717,8,uniform,3,0.7986320191667671,0.014962000172478014,0.006691209893004884
718,78,uniform,2,0.8299151626842909,0.015285026075011728,0.006835671468316604
719,17,distance,2,0.8080289139356076,0.014842555546390133,0.006637792632308974
720,3,distance,2,0.7299406902027789,0.010825367922778778,0.004841251711355808
721,104,uniform,5,0.8285813129916824,0.014285300711641575,0.006388580694051336
722,133,uniform,1,0.830325411165677,0.017876045449693755,0.007994410558878206
723,195,distance,2,0.8248634492319141,0.013302019411077629,0.005948843928238259
724,30,distance,3,0.8162128208219122,0.01570982299043462,0.007025646424220168
725,78,uniform,2,0.8299151626842909,0.015285026075011728,0.006835671468316604
726,192,distance,4,0.8237512873495145,0.012571357487386806,0.005622081982249571
727,25,distance,3,0.8142524331888532,0.015403434864927,0.006888625488993412
728,193,distance,1,0.8263565863159661,0.015486619238728136,0.006925826671890431
729,100,distance,2,0.8241226762194771,0.013287565572460889,0.005942379975101691
730,108,uniform,1,0.8316016904569731,0.017012823480633866,0.00760836595838038
731,133,distance,1,0.8251457833243361,0.01543577414551275,0.006903088054940048
732,150,distance,1,0.8260151782766156,0.015305142572679073,0.006844667839567284
733,156,uniform,4,0.8270521350347748,0.015014140291601271,0.0067145276631477915
734,173,distance,4,0.8240482507114818,0.011993230213207825,0.005363535605307399
735,121,distance,4,0.8243135167768175,0.012660088906923026,0.005661763879414179
736,156,uniform,3,0.8275529156337298,0.014988456587285722,0.006703041561395077
737,193,distance,1,0.8263565863159661,0.015486619238728136,0.006925826671890431
738,86,uniform,5,0.828374619691403,0.01518014530743401,0.006788767363149377
739,26,uniform,1,0.8252995200446543,0.015988316992086932,0.007150192728024269
740,110,uniform,4,0.8285630706266804,0.01401712073925521,0.00626864696435935
741,196,uniform,1,0.8300465575029218,0.018281520434166157,0.008175744484569399
742,6,uniform,3,0.7839556221468666,0.015450700393333766,0.006909763275895407
743,129,uniform,3,0.8284437451192093,0.01535496472200712,0.006866948982103816
744,174,distance,1,0.8261519354137075,0.015140591208663654,0.006771078232421526
745,18,distance,2,0.8090587640658494,0.015381836924878541,0.006878966596568948
746,75,distance,5,0.8241441500610591,0.013310587843121969,0.0059526758475406056
747,40,distance,5,0.8199392292412433,0.015141826643393584,0.0067716307356291035
748,152,uniform,2,0.8283054664201593,0.016370371583483326,0.007321052735519917
749,195,uniform,5,0.8258090451207816,0.01521253461725033,0.0068032523028480965
