,ccp_alpha,criterion,min_samples_split,auc (mean),auc (std),auc (se)
294,435.5099406975702,gini,34,0.5,0.0,0.0
295,0.000435554524918914,gini,28,0.7887208151641255,0.017801733849160204,0.007961177400816241
296,0.361794309053331,gini,19,0.5,0.0,0.0
297,0.0006767195803184426,entropy,13,0.7312261201578625,0.014023137496486456,0.006271337739993986
298,0.003187975377652917,entropy,3,0.8211408373471558,0.011173927682785462,0.004997132374875
299,21.953537443296707,entropy,39,0.5,0.0,0.0
300,368.92980915462095,entropy,39,0.5,0.0,0.0
301,0.19408361066460494,gini,11,0.5,0.0,0.0
302,0.00010952006110479605,entropy,29,0.7618472499200729,0.007754763236791354,0.003468035549376353
303,987.3203983816924,entropy,21,0.5,0.0,0.0
304,0.00021597947879962973,entropy,22,0.7445122468540191,0.009775258776143199,0.004371628624221518
305,0.0532274092551883,entropy,4,0.7247867913353844,0.013577451431626314,0.006072020872463655
306,0.5934674508793675,gini,10,0.5,0.0,0.0
307,174.63611560232897,entropy,22,0.5,0.0,0.0
308,57.78096378956783,gini,12,0.5,0.0,0.0
309,1.8437689090277567,entropy,34,0.5,0.0,0.0
310,0.06169017991449156,entropy,4,0.7247867913353844,0.013577451431626314,0.006072020872463655
311,69.39865189433529,entropy,24,0.5,0.0,0.0
312,121.17379347073036,gini,5,0.5,0.0,0.0
313,126.86281720630353,gini,30,0.5,0.0,0.0
314,10.554922477278682,entropy,17,0.5,0.0,0.0
315,0.0004836279678496783,gini,40,0.8059794846278019,0.014226265432252309,0.006362179314494318
316,0.012304274090910679,entropy,11,0.7922657105776236,0.016602936784718633,0.00742505905535253
317,0.2520312491337142,gini,38,0.5,0.0,0.0
318,0.34306275458184876,gini,14,0.5,0.0,0.0
319,67.62602942943198,gini,36,0.5,0.0,0.0
320,0.00462229241089446,gini,38,0.7957942176714763,0.01382353105122571,0.0061820710239239626
321,4.488852022119394,gini,24,0.5,0.0,0.0
322,0.041629316676793766,gini,7,0.7247867913353844,0.013577451431626314,0.006072020872463655
323,26.81500440143378,entropy,17,0.5,0.0,0.0
324,0.002346498631463288,entropy,5,0.8235107528079286,0.01060147694195861,0.004741124620823209
325,0.21696568594958873,entropy,39,0.5,0.0,0.0
326,0.0005307745154732279,entropy,24,0.7496193703845409,0.013710281991592342,0.006131424504778335
327,0.003047412319722931,gini,16,0.7973985991147752,0.01511487013663087,0.006759575419317632
328,351.7408464870649,entropy,38,0.5,0.0,0.0
329,0.016305336785517016,entropy,21,0.7831811192668725,0.013298482503171925,0.005947262174936797
330,178.1718250682155,entropy,39,0.5,0.0,0.0
331,0.46786613617682205,gini,25,0.5,0.0,0.0
332,0.00018759966578189182,gini,7,0.6693179504347506,0.039362581555516925,0.01760348162560305
333,35.55263353807348,entropy,26,0.5,0.0,0.0
334,0.00023104589985637334,gini,13,0.7233663583797609,0.037715928701598574,0.016867076082261956
335,61.46171841078882,entropy,28,0.5,0.0,0.0
336,0.00011523748591496547,gini,36,0.7823370700318135,0.02095310073948129,0.009370511518576255
337,5.233344103051633,gini,18,0.5,0.0,0.0
338,0.001445431361029129,gini,21,0.8170918004680319,0.010391337835061527,0.004647147555272614
339,0.02512619158359087,entropy,36,0.7619661692409289,0.035371022223200634,0.01581840202494647
340,466.93858571647866,entropy,12,0.5,0.0,0.0
341,0.2532994879847324,gini,6,0.5,0.0,0.0
342,3.9993065657393845,gini,5,0.5,0.0,0.0
343,15.3160111496415,entropy,6,0.5,0.0,0.0
344,0.0005881604745299783,gini,9,0.7970208078920749,0.01944520388159367,0.008696159543117244
345,74.39954966081234,entropy,4,0.5,0.0,0.0
346,249.71209086313934,gini,12,0.5,0.0,0.0
347,0.001224459898646537,gini,10,0.8152266275635617,0.009954461245881096,0.0044517704050354755
348,0.6662987557476201,entropy,31,0.5,0.0,0.0
349,0.009650189959456485,gini,6,0.7859627834789491,0.018821446990247664,0.008417206981020518
350,15.29421235819701,entropy,2,0.5,0.0,0.0
351,0.00015772217231554836,gini,25,0.764966912169351,0.018526893845535332,0.008285478810107898
352,0.3871052167893436,gini,22,0.5,0.0,0.0
353,35.45716329633411,entropy,31,0.5,0.0,0.0
354,13.90459534851792,entropy,33,0.5,0.0,0.0
355,0.0005718561815577491,entropy,24,0.7522169157726193,0.012276266826410519,0.005490113426755906
356,67.69876734290524,entropy,32,0.5,0.0,0.0
357,0.004622587183241012,entropy,2,0.8111588258455233,0.01620830798196427,0.0072485756895849076
358,45.13499706115311,entropy,36,0.5,0.0,0.0
359,0.30192691048255355,gini,22,0.5,0.0,0.0
360,0.0013359197054902952,entropy,17,0.8138915789652985,0.013993045655153974,0.006257880259436473
361,13.749431540420762,entropy,22,0.5,0.0,0.0
362,45.22625894449733,entropy,19,0.5,0.0,0.0
363,7.803834489070034,entropy,12,0.5,0.0,0.0
364,567.4457834026416,entropy,2,0.5,0.0,0.0
365,0.006208849865854029,entropy,2,0.8067783996509416,0.013396871555139815,0.00599126309662519
366,0.004470296083949847,entropy,36,0.8111588258455233,0.01620830798196427,0.0072485756895849076
367,0.0010730269818643372,entropy,37,0.8028066070183806,0.01679198059524433,0.007509602017564741
368,0.5968201392495626,entropy,30,0.5,0.0,0.0
369,0.06253767867409868,entropy,37,0.7247867913353844,0.013577451431626314,0.006072020872463655
370,0.03137865621006307,gini,23,0.7247867913353844,0.013577451431626314,0.006072020872463655
371,0.1667754827820214,gini,40,0.5,0.0,0.0
372,0.008352098268988044,gini,26,0.790149547101924,0.015625115452577505,0.0069877640616491385
373,0.00010710818095841122,gini,24,0.75953499821802,0.01701789944057871,0.007610635996677927
374,0.20056484949282177,gini,25,0.5,0.0,0.0
375,0.008534765943263398,gini,30,0.790149547101924,0.015625115452577505,0.0069877640616491385
376,0.14076194609332945,gini,13,0.5,0.0,0.0
377,317.7794419779446,gini,13,0.5,0.0,0.0
378,0.0017907619083377857,entropy,24,0.8226825563158089,0.0071463718099035855,0.0031959546318865244
379,2.899913515344464,gini,30,0.5,0.0,0.0
380,3.24268135055984,entropy,38,0.5,0.0,0.0
381,0.009312199786868463,gini,4,0.790149547101924,0.015625115452577505,0.0069877640616491385
382,0.19779530428069475,entropy,31,0.5,0.0,0.0
383,612.7474201514565,entropy,10,0.5,0.0,0.0
384,0.02495863775430797,gini,40,0.7247867913353844,0.013577451431626314,0.006072020872463655
